AccountId,Account_Display_Name,Current_Tier_v1,Current_Tier_v2,tier_v3,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty
14023,Culford Prep School Parents' Association,Tier 4,Tier 3,Tier 3,26.07,293.67,954.79,271,2
14025,Love Black Country Mental Health Forum,Tier 1,Free,Free,,0.0,0.0,12,1
14027,Hali &amp; Lulu,Tier 4,Tier 4,Tier 4,28.59,357.77,433.68,323,2
14032,Allan McDowall,Tier 1,Tier 5,Tier 5,86.61,19.92,19.92,28,1
14035,Reform UK,Tier 3,Tier 5,Tier 5,95.61,0.83,0.83,170,2
14038,Sociology PS Team,NIL,Nil,Nil,,0.0,0.0,0,1
14039,Dilek Livaneli,NIL,Nil,Nil,,0.0,95.83,0,1
14042,Three Rivers Community Choir,Tier 2,Tier 5,Tier 5,74.05,38.18,40.51,115,2
1405,Independent Schools Portal,Tier 4,Tier 2,Tier 3,11.27,460.53,3459.38,1973,8
14055,British Tapestry Group,Tier 3,Tier 4,Tier 4,41.92,194.17,240.38,144,1
14056,Unipol Student Homes,Tier 2,Tier 5,Tier 5,63.31,57.81,130.02,119,1
14058,Bromyard Road Methodist Church,NIL,Nil,Nil,,0.0,18.75,0,1
14059,CELP research Group,Tier 2,Free,Free,,0.0,0.0,49,1
1406,MK Sports Coaching and Development,Tier 4,Tier 2,Tier 3,9.27,603.58,3476.11,462,8
14062,Bellingham PTA,NIL,Nil,Nil,,0.0,35.4,0,1
14063,Bohunt Farnborough,NIL,Nil,Nil,,0.0,0.0,0,1
14067,SHSK 2025 Year 11 Prom,NIL,Nil,Nil,,3.75,60.0,6,1
14068,International Diskoteka Aberdeen,Tier 2,Tier 5,Tier 5,81.59,17.46,42.08,31,2
14069,Tetiana Loskutova,Tier 3,Tier 4,Tier 4,36.34,227.71,294.0,105,2
1407,Marie Curie Fundraising Volunteer Team,Tier 3,Free,Free,,0.0,0.0,141,6
14070,Rugby School,Tier 4,Tier 5,Tier 5,95.54,1.13,1.13,801,2
14071,Herefordshire Composers' Workshop,Tier 1,Tier 5,Tier 5,93.97,8.25,11.6,11,1
14072,Music in Ulpha,Tier 4,Tier 4,Tier 4,38.58,198.0,260.83,473,2
14076,Grasmere Sports &amp; Show,Tier 4,Tier 4,Tier 3,29.26,435.32,440.65,1301,1
14077,Caroline Roberts-Gunn,Tier 1,Tier 5,Tier 5,81.55,15.75,73.5,18,1
1408,Coachwise Ltd,NIL,Nil,Nil,,0.0,78.75,0,1
14080,Èpico Events,Tier 2,Tier 5,Tier 5,65.45,31.5,272.25,12,1
14082,The Dorothy Dunnett Society,NIL,Nil,Nil,,0.0,0.0,0,1
14083,Families and Friends of the Oldham Music Centre,Tier 3,Tier 5,Tier 5,62.81,59.63,93.42,172,2
14084,Edgbaston High School for Girls,Tier 4,Tier 4,Tier 4,33.94,244.41,375.07,1713,2
14086,HASLINGFIELD ENDOWED PRIMARY SCHOOL PTFA,NIL,Nil,Nil,,0.0,100.62,0,1
14089,GuildfordFAS,NIL,Nil,Nil,,0.0,0.0,0,1
1409,FOPS,NIL,Nil,Nil,,0.0,302.68,0,3
14090,Friends of English Martyrs PTA,Tier 4,Tier 4,Tier 4,34.0,278.08,289.75,507,2
14091,Open Farm Sunday Gaddesden Home Farm,Tier 4,Tier 5,Tier 5,89.78,10.0,28.96,588,1
14094,SSAFA East Midlands,Tier 1,Tier 5,Tier 5,92.94,6.58,7.08,14,2
14096,Kathryn Haycock,NIL,Nil,Nil,,0.0,23.96,0,1
14098,Lunesdale Hall,NIL,Nil,Nil,,0.0,29.79,7,1
14099,Discover Scottish Gardens,Tier 2,Tier 5,Tier 5,70.71,36.83,72.25,36,2
141,Steele Saunders,NIL,Nil,Nil,,0.0,16.75,0,1
14102,Aeolian MVC,NIL,Nil,Nil,,0.0,9.71,0,1
14104,Habs Mencap,NIL,Nil,Nil,,0.0,0.28,0,1
14105,Edinburgh &#39;Open House&#39; Ceilidh Events,Tier 4,Tier 3,Tier 3,18.25,824.75,891.25,1339,2
14107,TYQFLIX,NIL,Nil,Nil,,0.0,0.0,0,1
1411,LRGS Rugby Tour Events,NIL,Nil,Nil,,0.0,158.5,0,1
14111,Artlune,Tier 2,Free,Free,,0.0,0.0,99,2
14116,Farthingloe Events,Key Account,Tier 2,Tier 2,9.91,2074.96,2966.13,7743,2
14117,Fife Out and About Walking Group,NIL,Nil,Nil,,0.0,0.0,0,1
14119,Multi Disciplinary Professional Network,Tier 4,Tier 3,Tier 3,17.13,890.33,1020.21,510,2
14121,Hexham Pride,NIL,Nil,Nil,,0.0,6.75,0,1
14122,Geordie Chapter#9721,Tier 4,Tier 3,Tier 3,16.77,797.14,1204.97,603,2
14124,North London Property Chat,NIL,Nil,Nil,,0.0,0.0,0,1
14127,Harbour bar Girvan,Tier 4,Tier 4,Tier 4,28.99,350.25,417.54,586,2
14130,Holy Cross Parents Friends Group,NIL,Nil,Nil,,0.0,20.51,0,1
14132,POINT,Tier 3,Free,Free,,0.0,0.0,178,2
14134,Dutchman Events,Tier 3,Tier 5,Tier 5,54.65,107.87,125.25,204,1
14136,3060 Festival,Tier 3,Free,Free,,0.0,0.0,309,1
1414,Data Collective,NIL,Nil,Nil,,0.0,0.0,0,1
14140,Helen Bailey,NIL,Nil,Nil,,4.12,19.73,3,1
14142,Synergy Health Kendal,NIL,Nil,Nil,,0.0,0.0,0,1
14144,Keyworth Women&#39;s Circle,NIL,Nil,Nil,,0.0,3.33,0,1
14145,Cherry Grove PTA,Tier 4,Tier 4,Tier 4,41.58,188.36,266.86,419,1
14149,Miss Glamour UK,Tier 3,Tier 4,Tier 4,49.79,120.29,136.92,94,2
1415,Heathfield & Horam FC,NIL,Nil,Nil,,0.0,283.55,0,4
14150,Team SOAR,NIL,Nil,Nil,,0.0,2.29,0,1
14152,Edinburgh Hebrew Congregation,NIL,Nil,Nil,,0.33,23.67,1,1
14154,Bevanda &amp; Co.,NIL,Nil,Nil,,0.0,1.58,0,1
14155,Colin Adamson,Tier 1,Free,Free,,0.0,0.25,35,2
14156,St Barnabas Ealing PCC,NIL,Nil,Nil,,4.0,34.29,6,2
14158,Gallipoli Association,Tier 3,Tier 5,Tier 5,88.8,12.71,14.88,175,2
14159,Warmingham Primary School PTA,Tier 3,Tier 5,Tier 5,63.52,64.48,71.98,220,2
14160,Bishop Wordsworth&#39;s School - Admissions,Tier 4,Free,Free,,0.0,0.0,840,2
14162,Gill Andrew,Tier 2,Tier 5,Tier 5,80.08,30.0,34.5,40,1
14163,Halcyon Therapies Ltd,NIL,Nil,Nil,,0.0,0.13,0,1
14164,Friends of Two Gates,Tier 4,Tier 4,Tier 4,47.74,125.55,166.02,479,2
14166,Dasha&#39;s Pop-Up,Tier 2,Tier 5,Tier 5,72.22,37.0,83.96,39,1
14169,Northampton Bach Choir,Tier 4,Tier 3,Tier 3,17.63,805.54,1026.25,901,2
14171,Hampshire Reels,Tier 4,Tier 4,Tier 4,29.18,342.0,425.0,335,2
14177,Performance For Sales Limited,Tier 1,Free,Free,,0.0,0.0,30,2
14178,Ewell Castle,Tier 4,Tier 3,Tier 3,18.52,819.67,846.12,702,2
14179,Syne Community,Tier 1,Tier 5,Tier 5,91.41,8.33,23.83,20,1
14185,Warrington Male Voice Choir,Tier 2,Tier 5,Tier 5,76.52,34.13,50.38,65,1
14186,Mr D M Leadsom,Tier 1,Tier 5,Tier 5,92.95,7.92,16.92,14,1
14187,Off The Pier Events,Tier 3,Tier 5,Tier 5,54.84,100.37,101.38,131,2
14188,Coffee &amp; Connections,NIL,Nil,Nil,,0.0,5.13,0,1
1419,Winter Night Shelter Milton Keynes,NIL,Nil,Nil,,0.0,148.58,0,1
14193,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
14197,Earls Colne Heritage Museum,Tier 2,Tier 5,Tier 5,69.74,34.7,91.7,89,2
14198,Thwaites Mountaineering,NIL,Nil,Nil,,10.08,28.99,7,2
14199,London Welsh Rugby Choir,Tier 1,Tier 5,Tier 5,81.0,19.29,61.83,21,1
14204,Brampton Community Ceilidh,NIL,Nil,Nil,,0.0,14.84,0,1
14205,Ely City Military Band Limited,Tier 2,Tier 5,Tier 5,66.4,66.0,66.0,88,1
14208,Edward Olhausen,Tier 2,Tier 5,Tier 5,66.76,59.58,75.83,85,1
14211,Kendal Parent Network,Tier 2,Tier 5,Tier 5,81.58,23.88,23.88,90,2
14215,St Hilary's Prep School,High Value,Tier 3,Tier 2,12.6,1525.43,1535.35,2941,2
14216,Newport Girls&#39; High School,Tier 4,Tier 5,Tier 5,95.86,0.37,0.37,1358,2
14219,Music Teachers Association,Tier 3,Tier 5,Tier 5,56.17,93.75,93.75,340,2
1422,House Schools Trust,NIL,Nil,Nil,,0.0,100.37,0,1
14221,Harrogate Neighbours,NIL,Nil,Nil,,3.12,23.63,3,1
14222,rickygopal,NIL,Nil,Nil,,0.0,0.0,0,1
14224,St Patrick’s P.S. PTA,NIL,Nil,Nil,,0.0,33.73,0,1
14227,Merchant Taylors&#39; Prep School,Tier 3,Free,Free,,0.0,0.0,372,2
14229,Ilos New Energy UK Ltd,Tier 1,Free,Free,,0.0,0.0,16,1
14231,North Mymms Memorial Hall,Tier 2,Tier 5,Tier 5,78.4,33.54,38.29,123,1
14232,Animal Rescue Cumbria,NIL,Nil,Nil,,0.0,62.25,0,1
14233,Tenancy Support - Unipol,NIL,Nil,Nil,,0.0,37.75,0,1
14235,Waters &amp; Atkinson,NIL,Nil,Nil,,0.0,0.0,0,1
14236,Wigan Youth Zone,Tier 3,Tier 4,Tier 4,36.58,244.58,244.58,241,2
14237,laurascreativeworkshop,NIL,Nil,Nil,,0.54,0.54,1,1
14238,The Lanes Shopping Centre,NIL,Nil,Nil,,0.0,0.0,0,1
1424,Low Sizergh Barn,NIL,Nil,Nil,,0.0,22.17,0,1
14244,Friends of LRGS,Tier 2,Tier 5,Tier 5,64.84,62.92,63.83,22,2
14245,Stretham School PSA,Tier 3,Tier 5,Tier 5,56.33,83.54,113.21,271,2
14247,IBIS Fundraising,NIL,Nil,Nil,,1.67,21.29,2,1
14248,The Puzzle Guzzle,NIL,Nil,Nil,,3.62,115.61,4,1
1425,Farmeco Community Care,NIL,Nil,Nil,,0.0,0.0,0,1
14251,Curious Owl,NIL,Nil,Nil,,0.0,2.63,0,1
14253,Sound of Iona Music Festival,NIL,Nil,Nil,,0.0,0.0,0,1
14257,St Leonards,Tier 1,Free,Free,,0.0,0.0,12,1
14258,Starlings,NIL,Nil,Nil,,0.0,13.75,0,1
1426,Year 6 party,NIL,Nil,Nil,,0.0,21.67,0,1
14261,East Midlands Deaf Badminton Club,Tier 2,Tier 5,Tier 5,88.6,12.46,29.38,45,1
14263,Barns Green Players,Tier 4,Tier 3,Tier 3,14.92,1044.63,1303.46,1374,2
14265,David Tyfield,Tier 3,Free,Free,,0.0,0.0,151,2
14266,The Cardinal Wiseman PTA,NIL,Nil,Nil,,3.12,109.0,0,2
14268,Liam O&#39;Keeffe,Tier 3,Tier 5,Tier 5,61.37,81.0,89.33,243,1
14269,Andy Stone ADHD Mentor,Tier 3,Tier 5,Tier 5,51.44,108.63,134.63,224,2
14270,The Olive Branch,Tier 3,Tier 5,Tier 5,53.36,89.0,150.0,92,2
14272,Lucis Choir,NIL,Nil,Nil,,0.0,51.33,0,1
14275,Springfield Domestic Abuse Support,Tier 2,Tier 5,Tier 5,67.35,50.79,92.46,71,1
14277,Friends Association of Bressingham Primary School,Tier 3,Tier 4,Tier 4,49.77,115.33,149.46,404,2
1428,Old Sydneians' Union UK Branch,NIL,Nil,Nil,,0.0,58.0,0,1
14280,Cultureaboveboarders,Tier 2,Tier 5,Tier 5,65.73,64.0,79.0,70,1
14281,Katherine Young,NIL,Nil,Nil,,0.0,0.0,0,1
14282,Dallam School,Tier 4,Tier 4,Tier 4,31.53,274.25,439.08,455,2
14286,Lancaster Medical School,Tier 1,Free,Free,,0.0,0.0,30,2
14287,Edinburgh Royal Warrant Holders Association,NIL,Nil,Nil,,0.0,5.0,0,1
14290,The Crafty Campout,Tier 4,Tier 4,Tier 4,30.04,326.75,402.75,140,2
14291,Wise Oak Forest School,Tier 3,Tier 4,Tier 4,43.8,158.42,189.08,185,2
14292,Just George,Tier 4,Tier 3,Tier 3,17.61,657.44,1342.63,169,2
14294,Hathern Primary PTA,Tier 3,Tier 4,Tier 4,46.63,115.3,347.97,227,1
14296,Philip Shakesheff,NIL,Nil,Nil,,0.0,0.0,0,1
14299,Plumpton Activity Scheme,Tier 4,Tier 4,Tier 4,29.59,398.79,471.04,352,1
143,Old Redingensians Association,NIL,Nil,Nil,,0.0,51.83,0,1
1430,Channing School,Tier 4,Tier 5,Tier 5,82.55,14.62,14.62,1188,7
14305,Perranwell Choir,Tier 2,Tier 5,Tier 5,87.76,15.87,24.54,44,1
14306,Charlbury School Association (CSA),Tier 4,Tier 4,Tier 4,44.33,146.53,205.67,554,2
14307,Vox Anima London,Tier 2,Tier 5,Tier 5,82.07,26.04,30.46,82,1
1431,Carter the Brave,NIL,Nil,Nil,,0.0,78.62,0,1
14315,Tiffin School Sixth Form,Tier 4,Tier 4,Tier 4,29.4,305.11,492.24,432,2
14316,Ingfield Friends,NIL,Nil,Nil,,0.0,0.0,0,1
14317,Hymers College,NIL,Nil,Nil,,0.0,92.42,0,1
14319,Stefan Peto,NIL,Nil,Nil,,0.0,0.0,0,1
14322,Future Farm,Tier 4,Free,Free,,0.0,0.0,1348,2
14324,Mill Field Forest Gardeners,Tier 2,Tier 5,Tier 5,86.42,12.54,26.29,63,2
14329,J. Mazzone,NIL,Nil,Nil,,2.17,2.17,4,1
1433,Isomi,NIL,Nil,Nil,,0.0,0.0,0,1
14330,Irlam and Cadishead Community Festivals CIC,Tier 3,Tier 5,Tier 5,65.4,67.37,72.79,157,1
14335,Air Ambulances UK,Tier 3,Tier 5,Tier 5,67.61,62.5,62.5,160,1
14336,girlhike,Tier 3,Tier 4,Tier 4,48.77,144.42,163.0,266,1
14338,Trinity Boys Choir,Tier 3,Free,Free,,0.0,228.21,146,1
1434,DLD College,NIL,Nil,Nil,,0.0,0.0,0,1
14342,KateEP@UoBath,NIL,Nil,Nil,,0.0,0.0,0,1
14343,YAB Calderdale,Tier 2,Tier 5,Tier 5,95.42,1.37,1.37,60,2
14344,Early Years Scotland Renfrewshire,NIL,Nil,Nil,,0.0,0.0,1,1
14345,Limestone Pavements Partnership,NIL,Nil,Nil,,0.0,0.0,0,1
14349,Laughs with Luce,NIL,Nil,Nil,,0.0,16.0,0,1
1435,Lena Huda,NIL,Nil,Nil,,0.0,39.5,0,1
14351,Zoobidoo - The Zoo That Comes To You,Tier 2,Tier 5,Tier 5,69.51,45.51,58.84,121,2
14353,EHS Laurels Association,NIL,Nil,Nil,,0.0,0.0,0,1
14354,Red Rose Radio,NIL,Nil,Nil,,0.87,7.54,0,1
14356,Parish of the Holy Cross,Tier 4,Tier 3,Tier 3,23.35,542.67,558.96,989,2
14359,White Horse WI (Rushall),NIL,Nil,Nil,,0.0,6.0,0,1
1436,Chloe North,NIL,Nil,Nil,,0.0,60.75,0,2
14361,TWGGS,Tier 4,Free,Free,,0.0,0.0,609,2
14362,Real Health Collective CIC,Tier 2,Tier 5,Tier 5,79.92,26.63,26.63,27,2
14363,The Tiffin School Foundation,Tier 3,Tier 4,Tier 4,45.63,123.29,233.83,73,2
14368,Learn by play Norfolk,Tier 2,Tier 5,Tier 5,66.0,48.77,85.61,114,2
1437,scifilondon,NIL,Nil,Nil,,0.0,35.83,0,2
14371,Heather Collin - Sing & Sip,NIL,Nil,Nil,,0.0,2.67,0,1
1438,Surrey Activities,NIL,Nil,Nil,,0.13,19.96,0,3
14383,Leila Platt Events,Tier 2,Tier 5,Tier 5,90.75,6.0,19.13,72,2
14386,TMR Health Professionals and Training Ltd,High Value,Tier 2,Tier 3,11.31,1685.14,2058.6,322,2
1439,Marie Curie ICE Team,NIL,Nil,Nil,,0.0,0.0,0,1
14390,South Lakes Live,Tier 3,Tier 4,Tier 4,36.6,211.88,317.42,290,2
14392,Hamsterley Trailblazers,NIL,Nil,Nil,,0.0,0.0,0,1
14396,Dance Fever,NIL,Nil,Nil,,0.0,334.88,0,1
14397,MPTS,NIL,Nil,Nil,,0.0,31.67,0,1
14399,Keyz2Success,Tier 2,Tier 5,Tier 5,84.78,23.08,23.08,60,1
144,Manor House School,Tier 4,Tier 2,Tier 3,12.35,368.63,4091.32,1271,11
1440,Music Emporium,Tier 4,Tier 2,Tier 2,9.06,786.56,2287.06,1284,7
14401,Drumburn Ladies,Tier 3,Tier 4,Tier 4,47.41,135.04,152.38,160,2
14404,Discovery Trust,NIL,Nil,Nil,,0.0,0.0,0,1
14408,Emma @ Action,Tier 2,Free,Free,,0.0,0.0,100,1
14410,Delphine Grass,Tier 2,Free,Free,,0.0,0.0,41,1
14413,DC Thomson,NIL,Nil,Nil,,0.0,0.0,0,1
14416,Strathearn Prep,Tier 3,Tier 4,Tier 4,38.78,174.71,334.88,359,2
1442,RTWScouts,NIL,Nil,Nil,,0.0,3.79,0,1
14422,CinemaFor2,NIL,Nil,Nil,,0.0,0.0,6,1
14423,The Procurement Plug,Tier 2,Tier 5,Tier 5,81.76,27.78,28.73,113,1
14426,Moulton Fun Run,Tier 2,Tier 5,Tier 5,81.11,20.21,36.71,66,2
14427,Eddington Kendal CIC,Tier 2,Tier 5,Tier 5,60.72,74.75,80.08,114,2
14429,SammyLee,Tier 3,Tier 5,Tier 5,61.55,80.71,87.58,51,1
1443,FreeAgent,NIL,Nil,Nil,,0.0,0.0,0,1
14431,Kincaidston community  centre,NIL,Nil,Nil,,3.0,6.75,4,1
14435,Glossop North End AFC,Tier 1,Tier 5,Tier 5,64.19,17.29,865.65,26,1
1444,The Kindling Trust,NIL,Nil,Nil,,0.0,0.0,0,1
14443,Wholehearted Solutions,NIL,Nil,Nil,,0.0,11.92,0,1
14445,Worcestershire Family Hubs - Barnados,Tier 2,Free,Free,,0.0,0.0,117,2
14447,NVLSC Scrumdown Scooter Rally 25,Tier 2,Tier 5,Tier 5,81.32,22.92,46.04,40,1
1445,Eastwood Collieries' Male Voice Choir,Tier 3,Tier 5,Tier 5,55.75,50.58,174.92,147,5
14451,Mrs Sudworth,NIL,Nil,Nil,,0.0,0.0,0,1
14455,LV Fitness Studio,NIL,Nil,Nil,,0.0,9.0,0,1
1446,Dramarama,Tier 4,Tier 3,Tier 3,21.66,265.17,1025.96,589,7
14467,Phoebe Partridge,Tier 1,Tier 5,Tier 5,89.31,12.38,13.52,34,2
1447,Fluffy Moos,NIL,Nil,Nil,,0.0,0.0,0,1
14473,Bristol Photographic Society,Tier 2,Tier 5,Tier 5,74.99,29.92,79.75,55,1
14474,Sacred Heart & Holy Souls Church,Tier 3,Tier 5,Tier 5,53.61,109.33,138.96,225,1
14475,Arty Times,Tier 4,Tier 3,Tier 3,14.85,1026.96,1358.05,287,2
14476,Brede Primary School PTA,NIL,Nil,Nil,,0.0,12.67,0,1
14478,Fulneck School,NIL,Nil,Nil,,0.0,89.33,0,1
14479,Cast Theatre Company,Tier 4,Tier 4,Tier 4,33.57,256.09,360.09,476,2
14481,TAB-UK,NIL,Nil,Nil,,0.0,8.51,0,1
14482,Faith in Action Merton Homelessness Project,Tier 2,Tier 5,Tier 5,65.82,45.25,140.21,32,1
14483,Simon Langton Girls&#39; Grammar School,Tier 4,Free,Free,,0.0,0.0,770,1
14484,Juniper Hall,Tier 3,Tier 5,Tier 5,61.24,73.63,75.43,257,2
14485,Copythorne PTA,Tier 4,Tier 4,Tier 4,45.45,138.92,186.92,509,2
14487,Grace Thomas,Tier 1,Tier 5,Tier 5,95.07,5.0,13.0,15,1
14488,KH Events,NIL,Nil,Nil,,0.0,0.0,0,1
1449,Downlands Partnership open farm Sunday 9th of June,NIL,Nil,Nil,,0.0,0.0,0,1
14492,Charliees fundraiser,NIL,Nil,Nil,,0.0,40.08,0,1
14497,Comedy Night,NIL,Nil,Nil,,0.0,66.46,0,1
145,Bookwana,NIL,Nil,Nil,,0.0,6.17,0,7
14501,Sales Geek Manchester,NIL,Nil,Nil,,0.0,1.88,1,1
14502,Sales Geek North Wales,NIL,Nil,Nil,,0.0,0.62,0,1
14503,Sales Geek Essex,Tier 3,Tier 5,Tier 5,95.73,0.62,0.62,155,2
14505,The Friends of Willaston School Association,Tier 2,Tier 5,Tier 5,62.13,71.25,71.25,114,2
14507,Charity Rugby,Tier 3,Tier 4,Tier 4,46.91,130.71,246.63,284,1
1451,Reading Blue Coat School,NIL,Nil,Nil,,0.0,0.0,0,3
14512,Naomi Gay,Tier 1,Tier 5,Tier 5,91.0,10.37,20.92,12,1
14515,Construction Clubhouse,Tier 3,Tier 4,Tier 4,50.03,122.21,180.08,49,1
14517,Easy Street Theatre Company,NIL,Nil,Nil,,0.0,21.75,0,1
1452,Blyth Bobcats Cricket,NIL,Nil,Nil,,0.0,24.96,0,1
14521,Fleckney School Association,Tier 4,Tier 4,Tier 4,40.13,181.5,242.25,864,2
14523,Ryan at Sheffield City Council,NIL,Nil,Nil,,0.0,0.0,0,1
14524,Greswold Primary School,Tier 3,Tier 5,Tier 4,53.69,118.57,118.57,317,1
14525,SGS East Lothian,Tier 3,Tier 4,Tier 4,47.37,140.21,145.12,360,2
14526,Queen's Gate School,Tier 3,Tier 4,Tier 4,38.75,190.54,271.67,240,2
14527,IzzyEvents,NIL,Nil,Nil,,0.0,0.0,0,1
14528,Longnor School Circle,Tier 3,Tier 4,Tier 4,45.58,148.08,169.54,188,2
14529,Ogden Trust Stargazing,NIL,Nil,Nil,,0.0,0.0,0,1
1453,Scots College  Wellington,NIL,Nil,Nil,,0.0,18.22,0,1
14531,TGAAC,Tier 2,Tier 5,Tier 5,79.55,32.67,32.67,28,1
14532,Honey Hill Tearooms,NIL,Nil,Nil,,2.5,13.12,0,1
14536,Preston Historical Society,Tier 2,Tier 5,Tier 5,82.08,22.0,25.67,66,2
14537,Choir Events,Tier 4,Tier 3,Tier 3,24.85,496.06,498.18,520,2
14539,South London Careers Hub,Tier 1,Free,Free,,0.0,0.0,15,2
1454,United Learning Partnerships,Tier 4,Tier 4,Tier 4,42.52,132.71,236.63,1160,3
14543,West Park Centre,Tier 4,Tier 4,Tier 4,28.38,371.29,432.87,719,2
14546,Indigo Drum,Tier 2,Tier 5,Tier 5,63.73,50.62,108.75,81,2
14549,CMB SOLUTIONS TRAINING,NIL,Nil,Nil,,0.0,0.0,1,1
1455,Skills Shop Ltd,NIL,Nil,Nil,,0.0,6.25,0,1
14552,Totnes Dance Collective,Tier 2,Tier 5,Tier 5,61.28,63.04,105.33,100,2
14553,Woodbury School PTFA,Tier 3,Tier 5,Tier 5,55.18,89.26,165.53,186,1
14557,Amanda Callaghan,Tier 1,Free,Free,,0.0,0.0,10,1
1456,Highway Hill Ltd,NIL,Nil,Nil,,0.0,0.0,0,1
14560,Caversham Festival of Song,Tier 3,Tier 5,Tier 5,61.18,83.08,85.25,179,1
14568,St Roberts Catholic Club,Tier 2,Tier 5,Tier 5,72.51,37.68,54.01,63,2
1457,Reiki Wellness Centre,NIL,Nil,Nil,,0.0,1.88,0,1
14572,Ikusa Ryu Karate,Tier 1,Tier 5,Tier 5,83.53,19.17,41.25,20,1
14574,King’s Lodge Friends,Tier 4,Tier 4,Tier 4,42.98,166.71,193.46,614,2
1459,Lancing Football Club,NIL,Nil,Nil,,0.0,531.25,0,5
14592,Windmill Missional Community,Tier 3,Tier 5,Tier 5,53.52,91.21,140.82,194,2
14595,Alice Hobday,Tier 3,Tier 5,Tier 5,66.02,52.82,106.75,279,1
14597,Lancaster City Council Housing Standards,Tier 2,Free,Free,,0.0,0.0,70,2
14599,Thompsons Solicitors,NIL,Nil,Nil,,0.0,53.29,0,1
146,Grand Day Out,NIL,Nil,Nil,,0.0,77.04,0,1
14601,Camden Music,Tier 4,Tier 3,Tier 3,20.23,690.97,768.51,1621,2
14604,Luke Milligan,Tier 1,Free,Free,,0.0,0.0,34,1
14609,Punsholt Reels,Tier 1,Tier 5,Tier 5,78.18,23.96,69.0,25,1
14611,JBLtd,Tier 4,Tier 4,Tier 4,29.32,374.75,374.75,76,2
14617,N Moulden,Tier 1,Tier 5,Tier 5,96.29,4.53,7.3,10,1
14618,Friends of TVA Events,NIL,Nil,Nil,,0.0,10.0,0,1
1462,Marie Curie Newcastle,NIL,Nil,Nil,,0.0,0.33,0,1
14621,Tweedie13Fundraising,Tier 2,Tier 5,Tier 5,76.25,30.57,42.44,59,2
14622,St Teresa&#39;s Prep School,Tier 4,Free,Free,,0.0,0.0,924,2
14628,Holmewood House,NIL,Nil,Nil,,0.0,0.0,0,1
1463,Account Deleted,NIL,Nil,Nil,,0.0,349.26,0,2
14633,Kate Wheatley,Tier 2,Tier 5,Tier 5,71.52,43.18,46.85,32,2
14634,Arbroath Rotary Club,Tier 2,Tier 5,Tier 5,86.13,16.92,16.92,80,2
14635,AVON AND TRIBUTARIES ANGLING ASSOCIATION,Tier 1,Free,Free,,0.0,0.0,10,1
14636,Renes Fashion,Tier 3,Tier 5,Tier 5,55.59,96.96,96.96,64,2
14637,Glasgow Friends of Israel,Tier 3,Tier 4,Tier 4,50.55,117.52,180.82,220,1
14638,Paediatric Occupational Therapy,Tier 3,Free,Free,,0.0,0.0,203,2
14639,Habs Elstree Conferences,NIL,Nil,Nil,,0.0,4.0,0,1
14640,Cumbria Clothing Collective,NIL,Nil,Nil,,1.33,4.33,3,1
14641,Stratford-upon-Avon Symphony Orchestra,Tier 3,Tier 4,Tier 4,42.17,181.46,181.46,244,2
14646,Girlguiding Scotland,Tier 3,Free,Free,,0.0,0.0,173,1
14647,Happy Mount Park Cafe,Tier 3,Tier 5,Tier 5,55.68,84.42,120.75,102,2
14648,Gresham Village Hall,Tier 2,Tier 5,Tier 5,70.35,41.05,64.06,100,2
1465,RJW Charity Coach Trips,NIL,Nil,Nil,,0.0,1.75,0,1
14650,Academic Primary Care Education Team,Tier 2,Free,Free,,0.0,0.0,54,1
14651,Ysgol Maes Garmon,NIL,Nil,Nil,,0.0,0.0,0,1
14654,Noha Sedky,Tier 2,Tier 5,Tier 5,82.43,22.83,22.83,39,2
14655,Leanne’s Lambs,Tier 4,Tier 4,Tier 4,27.97,328.87,545.25,438,2
14656,Helen Crook,Tier 2,Tier 5,Tier 5,60.4,54.04,216.71,24,1
14660,Friends of Ludgvan School,Tier 4,Tier 4,Tier 4,44.87,153.7,174.03,573,2
14665,My Culture Club,NIL,Nil,Nil,,0.0,26.58,0,1
14678,SPS&SPGS Leavers' Ball '25,Tier 3,Tier 4,Tier 4,45.31,112.0,442.75,64,1
14679,MREvents,NIL,Nil,Nil,,2.0,19.96,2,1
14681,paul wilkinson,Tier 1,Tier 5,Tier 5,92.78,7.23,7.23,12,2
14683,Cultura HR Limited,NIL,Nil,Nil,,0.0,0.0,9,1
14686,WCC,Tier 3,Tier 4,Tier 4,42.76,162.33,208.33,287,2
1469,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
14694,FOLSS - Leonard Stanley School,Tier 4,Tier 3,Tier 3,23.74,500.25,591.25,287,2
14695,OSG Colchester - SLT,Tier 3,Free,Free,,0.0,0.0,275,1
14699,Greenwich leisure limited,Tier 4,Free,Free,,0.0,0.0,700,2
1470,BNI Furness,NIL,Nil,Nil,,0.0,1.25,0,1
14702,Ashburnham Village Hall Revival Group,Tier 2,Tier 5,Tier 5,71.87,43.29,44.54,79,2
14703,Signature Creative Studio,NIL,Nil,Nil,,0.0,3.5,0,1
14705,Friends of Great Walstead Association,Tier 4,Tier 4,Tier 4,31.75,300.21,354.21,734,2
14706,St Peter&#39;s Tots  Carlisle,Tier 4,Free,Free,,0.0,0.0,599,2
